06/29/22	12:08 AM
Experiment Type:	Generic
Auto Correlation
Scattering angle:	104.0
Duration (s):	900
Wavelength (nm):	660.0
Refractive index:	1.330
Viscosity (mPas):	0.890
Temperature (K):	298.1
Laser intensity (mW):	23.311800
Average Count rate  A (kHz):	221.4
Average Count rate  B (kHz):	221.4
Intercept:	0.9811
Cumulant 1st	5816.84
Cumulant 2nd	6273.38	0.38
Cumulant 3rd	6550.38	0.88

Lag time (s)         g2-1
21.653094	229.911804	0.000000
21.705523	219.631195	0.000000
21.757952	223.903656	0.000000
21.810381	207.672119	0.000000
21.862810	212.554932	0.000000
21.915238	233.554840	0.000000
21.967667	222.606659	0.000000
22.020096	220.794678	0.000000
22.072525	255.050659	0.000000
22.124954	216.922760	0.000000
22.177382	242.691040	0.000000
22.229811	212.821960	0.000000
22.282240	208.816528	0.000000
22.334669	240.573883	0.000000
22.387098	228.424072	0.000000
22.439526	237.522125	0.000000
22.491955	214.843750	0.000000
22.544384	215.396881	0.000000
22.596813	219.573975	0.000000
22.649242	239.143372	0.000000
22.701670	192.394257	0.000000
22.754099	203.800201	0.000000
22.806528	222.873688	0.000000
22.858957	231.723785	0.000000
22.911386	202.999115	0.000000
22.963814	236.148834	0.000000
23.016243	212.440491	0.000000
23.068672	231.571198	0.000000
23.121101	233.097076	0.000000
23.173530	244.216919	0.000000
23.225958	227.813721	0.000000
23.278387	230.159760	0.000000
23.330816	218.448639	0.000000
23.383245	214.290619	0.000000
23.435674	208.301544	0.000000
23.488102	223.941803	0.000000
23.540531	264.205933	0.000000
23.592960	250.015259	0.000000
23.645389	236.949921	0.000000
23.697818	220.413208	0.000000
23.750246	209.007263	0.000000
23.802675	226.783752	0.000000
23.855104	229.892731	0.000000
23.907533	231.246948	0.000000
23.959962	226.554871	0.000000
24.012390	215.396881	0.000000
24.064819	229.549408	0.000000
24.117248	212.306976	0.000000
24.169677	221.023560	0.000000
24.222106	220.375061	0.000000
24.274534	235.729218	0.000000
24.326963	227.737427	0.000000
24.379392	228.309631	0.000000
24.431821	214.672089	0.000000
24.484250	238.723755	0.000000
24.536678	213.794708	0.000000
24.589107	213.413239	0.000000
24.641536	220.737457	0.000000
24.693965	228.252411	0.000000
24.746394	234.794617	0.000000
24.798822	213.947296	0.000000
24.851251	232.448578	0.000000
24.903680	211.009979	0.000000
24.956109	253.162384	0.000000
25.008538	209.274292	0.000000
25.060966	231.208801	0.000000
25.113395	239.543915	0.000000
25.165824	236.244202	0.000000
25.218253	226.955414	0.000000
